tweet,klasifikasi
"THREAD

Potensi penularan SARS-CoV-2 serta potensi parahnya gejala sakit COVID-19 pada perokok.

#COVID19
#COVID19indonesia 
#daruratsipil 
#JagaJarakJanganBandel 
#StayAtHome 
#KarantinaWilayah 
#CoronaJancok",neutral
"TIMELINE INDONESIA MENGHADAPI CORONA (COVID19)
27 Jan: Presiden RI Jokowi pastikan virus Corona tak terdeteksi di Indonesia

#COVID19indonesia #COVID19",neutral
"Orang umum pake masker kain orang medis pake masker medis
#COVID19indonesia #COVID19",positive
"Jadi jurnalis TV itu berat, biar kami saja. Kamu nontonnya #dirumahaja yaa.. 

#daruratsipil #SocialDistancingNow #SocialDistance #WorkFromHome #StayAtHome #COVID19indonesia #COVID19 #COVIDー19",negative
"Woy Corona !

Kalo kamu datang cuma buat nyakitin.
Si Dia juga bisa nyakitin dan lebih parah daripada dirimu.

#sadboy #sadgirl #sobatambyar #cendoldawet 
#dirumahbae #dirumahaja #StayAtHome #dirumahsaja #corona #COVID19 #COVID19indonesia

",negative
"Yah beginilah, namanya juga cuma boneka... Kita2 juga yang jadi korbannya...
#TolakDaruratSipil #COVID19indonesia #COVID19",neutral
"Ku merasa tertipu oleh 
@tokopedia
 . Disaat wabah COVID 19 dan kampanye #dirumahaja yg juga mereka buat, eh ternyata diriku ditipu aplikatornya sendiri 
@TokopediaCare
 #covid19 #covid19indonesia",positive
"Semua orang harus pake masker...bukan cuma yang sakit aja...karena yg positif covid juga ga kelihatan sakit..#pakemasker sekarang juga!
#masker4all
#daruratsipil 
#daruratmasker
#COVID19 
#COVID19indonesia 
#DiRumahAjaDulu",negative
"1. Masker hanya buat orang sakit. 
2. Cuti kredit buat ojol (s&k harus positif corvid dulu)
3. AKAP di stop, eh ga jadi
4. PLN gratis.... buat 450 KVA

#CoronaVirusIndonesia #COVID19 #COVID19indonesia",positive
Burdah keliling..  Ya inilah yang sekarang terjadi disini..  Sejak adanya keputusan lockdown tiap malam banyak  masyarakat yang melakukan burdah keliling di setiap jalan desa..  #COVID19 #COVID19indonesia,positive
"Pak 
@jokowi
 bs belajar dari 
@realDonaldTrump
. LA ada USNS MERCY, NYC ada USNS COMFORT. Mohon arahkan kapal rs TNI AL KRI dr.SOEHARSO standby di Tj. Priok utk pasien NON COVID-19. 
@kemenkomarves
 
@fadjroeL
 
@KSPgoid
 
@_TNIAL_
 
@KemenkesRI
 
@BNPB_Indonesia
 #COVID19Indonesia #COVID19",neutral
"Baru kali ini males untuk bermales2an...

#COVID19 #COVID19indonesia #CoronaVirusIndonesia #wargaplus62 #Indonesia #IndonesiaMelawanCovid19 #RebahanLawanCorona #RebahanItuSocialDistancing",neutral
"[THREAD]
Assalamualaikum.wr.wb 

Perkenalkan kami dari 38 Foundations *organisasi yang saat ini berfokus pada kegiatan sosial, pendidikan dan lingkungan* 
 
#COVID19indonesia 
#COVID19 
#salingbantusalingtolong",positive
"Andaikan Hujan itu
1% Air
99% Vaksin Covid19
Pasti VIRUS COVID-19 bakalan cepet ilang kek dia huhuhu:(
#dirumahaja #COVID19 #SocialDistanacing #COVID19indonesia",positive
Akhirnya keluar Keppres #daruratkesehatanmasyarakat dan PP implementasi UU Kekarantinaan Kesehatan #COVID19 #COVID19indonesia,neutral
"Jika kamu pernah bermimpi menyelamatkan dunia tapi keahlianmu adalah ""REBAHAN"" ini adalah kesempatan kamu. #COVID19 #COVID19indonesia",neutral
"apapun solusinya yang penting kebutuhan sandang pangan rakyat bukan gue yang tanggung 

ttd: kepala clan kuvukiland
#COVID19 
#COVID19indonesia 
#CoronavirusOutbreak 
#lockdown",positive
"FAQ 9:

Apa yang bisa kita lakukan untuk mencegah penyebaran COVID-19?
1. Menerapkan perilaku hidup bersih dan sehat dengan sering mencuci tangan dengan sabun atau cairan pembersih tangan mengandung alkohol (minimal 70%)
#COVID19 #COVID #Coronavirustruth #COVID19indonesia",positive
"Ketika keadaaan
Disalahkan.
Dan...
Ketika jabatan
Disalah gunakan.


#COVID19 #COVID19indonesia #Covid19Out 
#KerjaKerjaKerja #dirumahaja",neutral
"Waktu untuk menyalurkan hobi para kaum rebahan diperpanjang. Silahkan lanjuttt #rebahanaja

#dirumahaja #RebahanItuSocialDistancing #COVID19indonesia #COVID19",neutral
"Seorang santri bertanya kpd ustadnya: Pak Ustad surat apa yg kta baca agar terhindar dari covid 19?

Ustad : Baca Surat Edaran Gubernur, Bupati/Walikota.
Santri :  #COVID19indonesia #COVID19 #CoronaVirusIndonesia #HarakahID #HarakahIslamiyah",positive
"habis isya' ini nanti tidur bangun bangun subuh dan berharap liat hp semua berita isinya aprilmop soal covid19 ini (: 
.
.
.
#COVID19 #AprilFoolsDay #aprilmop #lockdown #COVID19indonesia",neutral
Boleh dong didengar pendapat bapak Agus Pambagio di  CNN Indonesia #COVID19 #COVID19indonesia,neutral
Perlukah Indonesia lockdown? #COVID19 #COVID19indonesia #Coronavirustruth #lockdown #Covid_19,neutral
"enggak apa-apa enggak mudik tahun ini, sedih pasti, tapi akan lebih sedih kalau tahun depan kamu mudik tapi ayah ibu mu udah ga ada karena virus yang kamu bawa!

#COVID19 #COVID19indonesia #gamudikdulu",negative
"Jangan larang ini itu, tapi buat nolak bala aja kaga dilakuin. 
Sedekah misalnya!!!!
#COVID19indonesia 
#COVID19",neutral
"Driver Ojol yang meninggal saat Pandemi #Corona #COVID19indonesia #COVID19

A Thread",neutral
"apapun solusinya yang penting kebutuhan sandang pangan rakyat bukan gue yang tanggung 

ttd: kepala clan kuvukiland
#COVID19 
#COVID19indonesia 
#CoronavirusOutbreak 
#lockdown",positive
"FAQ 9:

Apa yang bisa kita lakukan untuk mencegah penyebaran COVID-19?
1. Menerapkan perilaku hidup bersih dan sehat dengan sering mencuci tangan dengan sabun atau cairan pembersih tangan mengandung alkohol (minimal 70%)
#COVID19 #COVID #Coronavirustruth #COVID19indonesia",positive
"Ketika keadaaan
Disalahkan.
Dan...
Ketika jabatan
Disalah gunakan.


#COVID19 #COVID19indonesia #Covid19Out 
#KerjaKerjaKerja #dirumahaja",neutral
"Waktu untuk menyalurkan hobi para kaum rebahan diperpanjang. Silahkan lanjuttt #rebahanaja

#dirumahaja #RebahanItuSocialDistancing #COVID19indonesia #COVID19",neutral
"Seorang santri bertanya kpd ustadnya: Pak Ustad surat apa yg kta baca agar terhindar dari covid 19?

Ustad : Baca Surat Edaran Gubernur, Bupati/Walikota.
Santri :  #COVID19indonesia #COVID19 #CoronaVirusIndonesia #HarakahID #HarakahIslamiyah",positive
"habis isya' ini nanti tidur bangun bangun subuh dan berharap liat hp semua berita isinya aprilmop soal covid19 ini (: 
.
.
.
#COVID19 #AprilFoolsDay #aprilmop #lockdown #COVID19indonesia",neutral
Boleh dong didengar pendapat bapak Agus Pambagio di  CNN Indonesia #COVID19 #COVID19indonesia,neutral
Perlukah Indonesia lockdown? #COVID19 #COVID19indonesia #Coronavirustruth #lockdown #Covid_19,neutral
"enggak apa-apa enggak mudik tahun ini, sedih pasti, tapi akan lebih sedih kalau tahun depan kamu mudik tapi ayah ibu mu udah ga ada karena virus yang kamu bawa!

#COVID19 #COVID19indonesia #gamudikdulu",negative
"Jangan larang ini itu, tapi buat nolak bala aja kaga dilakuin. 
Sedekah misalnya!!!!
#COVID19indonesia 
#COVID19",neutral
"Driver Ojol yang meninggal saat Pandemi #Corona #COVID19indonesia #COVID19

A Thread",neutral
"Zaman sekarang dimana Zaman
BATUK lebih berbahaya daripada KENTUT

#COVID19 #COVID19indonesia #Covid_19",negative
"apa cuma saya yg jengkel kalau mau unlock iphone harus buka masker dulu 
@Apple
 
#covid19 #COVID19indonesia",negative
"Darurat sipil atau sipil darurat?
Sipil + pemerintah bahu membahu melawan #covid19 atau pemerintah + covid19 saling curi kesempatan melawan sipil? Yg plg pas yg mana ini sebenenarnya? #AksiBerantasCovid19 #negaraharushadir #TolakDaruratSipil #COVID19indonesia",positive
"nah kan...gagasan sy mulai ada yg mikirin. tp telat. mestinya, bus AKAP sdh distop dr Jakarta ke daerah. Skrg jika menyetop dr daerah ke Jakarta ya rada lugu. Lagian siapa yg mau deketi wabah #COVID19indonesia #Covid_19  #COVID19 ? mikiiiir bisa aja JOKER ",positive
Quick question internet. Kalau karantina wilayah. Tangerang ke jakarta di tutup juga gak? Apa bintaro ke jakarta selatan di tutup?  #Covid_19 #COVID19 #COVID19indonesia,negative
"kebijakan' mu 
@kemenkomarves
   berlumuran darah. episenter #covid19 semakin meluas. case makin terakselerasi. padahal rasio dokter Indonesia sudah termasuk paling tinggi di dunia. | #COVID19indonesia",negative
"Kalau datang ke Indonesia hanya untuk Nyakitin, nggak perlu #COVID19 . Barisan para Mantan juga Bisa. #Covid_19 #COVID19indonesia #IndonesiaMelawanCovid19 #SeninDirumahAja",neutral
"“Jika keadaan sangat memburuk...”
Kondisi yg terjadi saat ini masih kurang buruk ya?!
#COVID19indonesia #covid19",positive
Gila dunia fnb merosot bgt dampak ini virus covid-19 berasa bgt buat gue pribadi yg notaben nya adalah penyedia layanan jasa pelayanan makanan dan minuman  please go a way so far #COVID19indonesia #COVID19 I need my world healthy again without this virus,neutral
"Akan kah ada ya allah keajaiban stelah kita tidur semua sudah baik-baik saja
#COVID19 #COVID19indonesia",positive
"""Kepanikan adalah penyakit, ketenangan adalah separuh obat, dan kesabaran adalah permulaan kesembuhan"" (Ibnu Sina, Rahimahullah)

#Gerakanjanganpanik 
#Covid_19 
#COVID19 
#COVID19indonesia 
#InsyaAllahAdaJalan",negative
"Ortu disuruh WFH tp anak tgl 1 udah disuruh sekolah ujian?!!!
Hallow..works gak sih programnya..!!
Mau mutus rantai penyebaran malah setengah2.. tunggu ampe sekarat baru pd melek..$@?€
#dinaspendidikansumut
#gubernursumut
#COVID19indonesia 
#COVID19 
#pemkomedan
#WFH",negative
Mungkin virus corona adalah upaya bumi mengurangi bebannya #Covid_19 #COVID19 #COVID19indonesia #COVIDIOT,neutral
"Buat yg mau membantu berdonasi untuk teman-teman kita yg membutuhkan di saat wabah Covid-19 ini, silakan.

Sebuah utas.

#dcwrt #dirumahaja #workfromhome #wfh #covid19 #COVID19indonesia",neutral
"achmad yurianto harus banyak bicara tentang himbau masyarakat tentang penyakit covid - 19 harus jaga kesehatannya
#Covid19 #CoronaVirusIndonesia #COVID19indonesia",positive
"Baca-baca web China, ternyata mepolizumab bisa mempercepat pasien covid-19 jadi negatif.

Ketika diaplikasikan pasien jadi negatif dalam 3 hari, biasanya bisa 13 hari. Selain itu limposit dan CRP-nya juga kembali ke level normal.

#covid19 #COVID19indonesia 
@KemenkesRI",negative
"Ketawa onlen dulu wkwkwkwkwkwkwwk

@tirta_hudhi
 diserang #buzzeRp dll.

Goblok itu gratis 
Tapi jgn di borong.
#StayAtHomeAndStaySafe
#KarantinaWilayah
#DirumahAjaTerus
#cipengclan
#COVID19indonesia
#COVID19
Bersatu kita tamat bercerai kita selamat (hanya sementara)",positive
"Ada yg minta lockdown
Ada yg minta quarantine

Gw minta nih virus cepat ada vaccine nya aja, disebar ke seluruh dunia dengan harga bersahabat atau free sekalian. Biar kalau nih virus muncul lagi dikemudian hari udah ada vaccine nya.

#COVID19indonesia #Covid_19 #COVID19",positive
"“Jika keadaan sangat memburuk...”
Kondisi yg terjadi saat ini masih kurang buruk ya?!
#COVID19indonesia #covid19",positive
Gila dunia fnb merosot bgt dampak ini virus covid-19 berasa bgt buat gue pribadi yg notaben nya adalah penyedia layanan jasa pelayanan makanan dan minuman  please go a way so far #COVID19indonesia #COVID19 I need my world healthy again without this virus,neutral
"Akan kah ada ya allah keajaiban stelah kita tidur semua sudah baik-baik saja
#COVID19 #COVID19indonesia",positive
"""Kepanikan adalah penyakit, ketenangan adalah separuh obat, dan kesabaran adalah permulaan kesembuhan"" (Ibnu Sina, Rahimahullah)

#Gerakanjanganpanik 
#Covid_19 
#COVID19 
#COVID19indonesia 
#InsyaAllahAdaJalan",negative
"Ortu disuruh WFH tp anak tgl 1 udah disuruh sekolah ujian?!!!
Hallow..works gak sih programnya..!!
Mau mutus rantai penyebaran malah setengah2.. tunggu ampe sekarat baru pd melek..$@?€
#dinaspendidikansumut
#gubernursumut
#COVID19indonesia 
#COVID19 
#pemkomedan
#WFH",negative
Mungkin virus corona adalah upaya bumi mengurangi bebannya #Covid_19 #COVID19 #COVID19indonesia #COVIDIOT,neutral
"Buat yg mau membantu berdonasi untuk teman-teman kita yg membutuhkan di saat wabah Covid-19 ini, silakan.

Sebuah utas.

#dcwrt #dirumahaja #workfromhome #wfh #covid19 #COVID19indonesia",neutral
"achmad yurianto harus banyak bicara tentang himbau masyarakat tentang penyakit covid - 19 harus jaga kesehatannya
#Covid19 #CoronaVirusIndonesia #COVID19indonesia",positive
"Baca-baca web China, ternyata mepolizumab bisa mempercepat pasien covid-19 jadi negatif.

Ketika diaplikasikan pasien jadi negatif dalam 3 hari, biasanya bisa 13 hari. Selain itu limposit dan CRP-nya juga kembali ke level normal.

#covid19 #COVID19indonesia 
@KemenkesRI",negative
"Ketawa onlen dulu wkwkwkwkwkwkwwk

@tirta_hudhi
 diserang #buzzeRp dll.

Goblok itu gratis 
Tapi jgn di borong.
#StayAtHomeAndStaySafe
#KarantinaWilayah
#DirumahAjaTerus
#cipengclan
#COVID19indonesia
#COVID19
Bersatu kita tamat bercerai kita selamat (hanya sementara)",positive
"Ada yg minta lockdown
Ada yg minta quarantine

Gw minta nih virus cepat ada vaccine nya aja, disebar ke seluruh dunia dengan harga bersahabat atau free sekalian. Biar kalau nih virus muncul lagi dikemudian hari udah ada vaccine nya.

#COVID19indonesia #Covid_19 #COVID19",positive
"Tambahin di komentar hikmah apa aja yang bisa kita ambil setelah pemerintah ngebatasin berkegiatan di luar dan menjauhi pusat keramaian keramaian? 
#CoronaUpdate #CoronaIndonesia #Covid_19 #COVID19 #COVID19indonesia #dirumahaja",neutral
Hal pertama apa yang bakal lo lakuin setelah Indonesia bebas corona? #RECEHKANTWITTER #Covid_19 #COVID19 #COVID19indonesia #IndonesiaMelawanCovid19 #KabarBaik,positive
Sebenarnya yang ga bisa pulkam semua WNI atau yang di jawa doang sih? #COVID19indonesia #covid19,neutral
"Balik ke kampung halaman harus isolasi secara mandiri dulu.  Takutnya ngebawa virus,tapi bagus sih supaya ga membuat orang lain tertular dan juga bisa sebagai antisipasi diri kita

#COVID19indonesia #DirumahAjaCekalCorona #COVID19",positive
"Pj Walikota Makassar Iqbal Suhaeb akan berlakukan Lockdown Parsial. Yakni hanya pada komplek perumahan yg terpapar Covid19. Itupun hanya kompleks perumahan yg satu pintu keluar-masuk. Saya tdk ngerti omongan PJ walikota ini. 
#COVID19 
#COVID19indonesia",negative
"Teman-teman yang menerima broadcast laporan pasien Covid-19

Mohon utk tidak menshare atau memforwardnya

Cukup sampai kita dan cukup tahu aja

Penyebaran informasi tentang pasien secara detail dan lugas tanpa hak, jatuhnya PIDANA

#CoronaIndonesia #COVID19indonesia #COVID19",negative
"Pls give us the best way to survive Sir 
@jokowi
 from #covid19...tlg sebijaksana mgkn; tp hati"" jg jk ini akan jd pisau bermata 2 yg dipolitisir o/ segelintir oknum, bnr"" hrs dimatangkan smua aspeknya jgn sampe sdh #KarantinaWilayah malah trjd chaos spt di India! #COVID19indonesia",positive
"Alangkah lbh bijak pabila pempus 
@jokowi
 mengevaluasi kembali pemberlakuan karantina mandiri apakah sdh efektif slm bbrp wkt ini? Nyatanya angka yg terjangkit & meninggal krn Covid-19 makin hari makin bertambah, trutama korban yg gugur dr tim paramedis.
#COVID19 #COVID19indonesia",positive
"Smg bangsa ini kuat & bisa lwti situasi berat ini dgn ttp sehat.Smg kebutuhan hdp dasar smua org t'penuhi t'masuk org yg hrs ttp kerja. Dimana Mensos & kementriannya Pak@jokowi,anteng amat?. #covid19indonesia #mensoskemana #COVID19 #CoronaVirusIndonesia 
@tvOneNews
 
@RadioElshinta",positive
"#KarantinaWilayah hanya sekedar tagar yang tak pernah di dengar. Pasien positif & negatif membaur secara liar. Duar! Akankah wabah semakin menggelegar?

Kini, lapar & takut modar telah berkecamuk di luar nalar.

#DOorDIE #covid19 #COVID19indonesia 
@jokowi
 
@BNPB_Indonesia
 
@WHO",negative
"Covid 19 meskipun gua engga tau covid 1-18 pada kemana yang gua tau cuma semua orang pengen lu cepetan pergi biar pada bisa kumpul-kumpul saling silaturahmi gitu, aktivitas kayak biasa + ada pertandingan bola di setiap weekend #COVID19 #COVID19indonesia",negative
"Kegiatan selama #dirumahaja 

#poll #polls #COVID19 #COVID19indonesia",neutral
"Corona iki tambah suwe tambah koyok arek wedok
teko mek gawe nglarani trus ngaleh gaatek tanggung jawab.
ageh lek niat ngaleh ndang ngaleh sebelum bulan suci ramadhan 2020
.
#COVID19indonesia 
#CoronaUpdate #COVID19 #LockDownNasionalSerentak #StayAtHome #dirumahaja #corona",neutral
"Hal hal yang viral karena kegabutan akibat Covid-19

1. Nangkap Ayam
2. Nangkap Sapi
3. Nangkap Orang
4. Buat Kuis
5. Tebak 7 Fakta
6. Secreto Said
7. Until Tomorrow

Besok lagi apa woy??

#COVID19indonesia
#Covid19Out 
#COVID19 
#untilltomorrow",negative
"Balik ke kampung halaman harus isolasi secara mandiri dulu.  Takutnya ngebawa virus,tapi bagus sih supaya ga membuat orang lain tertular dan juga bisa sebagai antisipasi diri kita

#COVID19indonesia #DirumahAjaCekalCorona #COVID19",positive
"Pj Walikota Makassar Iqbal Suhaeb akan berlakukan Lockdown Parsial. Yakni hanya pada komplek perumahan yg terpapar Covid19. Itupun hanya kompleks perumahan yg satu pintu keluar-masuk. Saya tdk ngerti omongan PJ walikota ini. 
#COVID19 
#COVID19indonesia",negative
"Teman-teman yang menerima broadcast laporan pasien Covid-19

Mohon utk tidak menshare atau memforwardnya

Cukup sampai kita dan cukup tahu aja

Penyebaran informasi tentang pasien secara detail dan lugas tanpa hak, jatuhnya PIDANA

#CoronaIndonesia #COVID19indonesia #COVID19",negative
"Pls give us the best way to survive Sir 
@jokowi
 from #covid19...tlg sebijaksana mgkn; tp hati"" jg jk ini akan jd pisau bermata 2 yg dipolitisir o/ segelintir oknum, bnr"" hrs dimatangkan smua aspeknya jgn sampe sdh #KarantinaWilayah malah trjd chaos spt di India! #COVID19indonesia",positive
"Alangkah lbh bijak pabila pempus 
@jokowi
 mengevaluasi kembali pemberlakuan karantina mandiri apakah sdh efektif slm bbrp wkt ini? Nyatanya angka yg terjangkit & meninggal krn Covid-19 makin hari makin bertambah, trutama korban yg gugur dr tim paramedis.
#COVID19 #COVID19indonesia",positive
"Smg bangsa ini kuat & bisa lwti situasi berat ini dgn ttp sehat.Smg kebutuhan hdp dasar smua org t'penuhi t'masuk org yg hrs ttp kerja. Dimana Mensos & kementriannya Pak@jokowi,anteng amat?. #covid19indonesia #mensoskemana #COVID19 #CoronaVirusIndonesia 
@tvOneNews
 
@RadioElshinta",positive
"#KarantinaWilayah hanya sekedar tagar yang tak pernah di dengar. Pasien positif & negatif membaur secara liar. Duar! Akankah wabah semakin menggelegar?

Kini, lapar & takut modar telah berkecamuk di luar nalar.

#DOorDIE #covid19 #COVID19indonesia 
@jokowi
 
@BNPB_Indonesia
 
@WHO",negative
"Covid 19 meskipun gua engga tau covid 1-18 pada kemana yang gua tau cuma semua orang pengen lu cepetan pergi biar pada bisa kumpul-kumpul saling silaturahmi gitu, aktivitas kayak biasa + ada pertandingan bola di setiap weekend #COVID19 #COVID19indonesia",negative
"Kegiatan selama #dirumahaja 

#poll #polls #COVID19 #COVID19indonesia",neutral
"Corona iki tambah suwe tambah koyok arek wedok
teko mek gawe nglarani trus ngaleh gaatek tanggung jawab.
ageh lek niat ngaleh ndang ngaleh sebelum bulan suci ramadhan 2020
.
#COVID19indonesia 
#CoronaUpdate #COVID19 #LockDownNasionalSerentak #StayAtHome #dirumahaja #corona",neutral
"Hal hal yang viral karena kegabutan akibat Covid-19

1. Nangkap Ayam
2. Nangkap Sapi
3. Nangkap Orang
4. Buat Kuis
5. Tebak 7 Fakta
6. Secreto Said
7. Until Tomorrow

Besok lagi apa woy??

#COVID19indonesia
#Covid19Out 
#COVID19 
#untilltomorrow",negative
"Kalau dulu ada istilah
 ""sebelum negara api menyerang"".

Nanti mungkin akan ada istilah 
""sebelum Corona menyerang""

#coronavirus  #covid19 #coronavirus #covid19indonesia",negative
"Disituasi seperti saat ini, tiba2 jd bnyk ya yg mampu mnjdi ahli virus, ahli APD, ahli desinfeksi,ahli tata negara, dll

#COVID19 
#COVID19indonesia 
#CoronaUpdate",positive
"Kondisi seperti ini baru keliatan, mana orang yang bekerja demi keluarga, dan bekerja demi eksistensi. Kalau Anda sayang diri Anda, keluarga, dan sayang bangsa ini. Please #dirumahaja . Rejeki gampang dicari, Allah udah atur semuanya.

#COVID19
#CegahVirusCorona
#COVID19indonesia",positive
"Tegal memang TOP.. local lockdown.. keputusan yang Tegas dan Cerdas.. makin cinta deh sama Tegal. <3

#COVID19
#Corona
#CegahVirusCorona
#dirumahaja
#COVID19indonesia",positive
"dulu yg gw tau cuma istilah Silent Reader, sekarang ada lagi Silent Carrier. #COVID19indonesia #COVID19",positive
"JAKARTA SUDAH GAWAT DARURAT

ternyata cuma Covid-19 / Virus Corona yang bisa mengatasi macetnya DKI Jakarta .Luaaaaar Biasaaaaa

#COVID19 
#COVID19indonesia 
#CoronaVirusUpdate 
#lockdown 
#twitterreceh 
#dirumahaja
#isolasi",positive
"JAKARTA SUDAH GAWAT DARURAT

lockdown #dirumahaja coronanya negatif, tapi istri yang positif 

#COVID19 
#COVID19indonesia 
#CoronaVirusUpdate 
#lockdown 
#twitterreceh",negative
"KITA KERJA UNTUK MENYELAMATKAN BANGSA
BUKAN UNTUK DI ASINGKAN WARGA

#CoronaUpdate #COVID19indonesia #COVID19",neutral
"Heran, kenapa harus sumbang APD ke pemerintah dan rumah sakit pemerintah untuk covid, rakyat kan bayar pajak, duitnya dikemanakan?  MPR DPR kok makin tolol, duitnya beli lexus baru? #maladministrasi #Covid_19 #COVID19 #COVID19indonesia",negative
"Entahlah,,
Rindu ini semakin membuatku candu:)

#COVID19 #COVID19indonesia #StayHomeSupportMedics #StayAtHomeAndStaySafe",positive
"Pandemik korona ini membuatku merasa seperti burung dalam sangkar, meski urusan perut sudah dijamin, tapi tetap saja aku lebih betah bisa terbang di alam bebas.

#CoronaUpdate #COVID19 #COVID19indonesia #CoronaLockdown #SabtuRebahan #DiRumahAjaYa",positive
"CORONA nggak salah, tapi
cewek yang SALAH

#COVID19 
#SocialDistancing 
#COVID19indonesia",negative
"sebagai warga jakarta yg rumahna dkt wisma atlit , gue udah kaya hidup di jaman perang tiap hari denger ambulance mondar mandir pagi siang sore malem semoga corona contol ini segera berakhir , amin!!!
#COVID19 #COVID19indonesia",negative
"Dulu perantau dari Jakarta maupun Luar Negeri dipuja-puja didaerah, sekarang bagai hama tak diinginkan
#COVID19indonesia #COVID19",positive
"dulu yg gw tau cuma istilah Silent Reader, sekarang ada lagi Silent Carrier. #COVID19indonesia #COVID19",positive
"JAKARTA SUDAH GAWAT DARURAT

ternyata cuma Covid-19 / Virus Corona yang bisa mengatasi macetnya DKI Jakarta .Luaaaaar Biasaaaaa

#COVID19 
#COVID19indonesia 
#CoronaVirusUpdate 
#lockdown 
#twitterreceh 
#dirumahaja
#isolasi",positive
"JAKARTA SUDAH GAWAT DARURAT

lockdown #dirumahaja coronanya negatif, tapi istri yang positif 

#COVID19 
#COVID19indonesia 
#CoronaVirusUpdate 
#lockdown 
#twitterreceh",negative
"KITA KERJA UNTUK MENYELAMATKAN BANGSA
BUKAN UNTUK DI ASINGKAN WARGA

#CoronaUpdate #COVID19indonesia #COVID19",neutral
"Heran, kenapa harus sumbang APD ke pemerintah dan rumah sakit pemerintah untuk covid, rakyat kan bayar pajak, duitnya dikemanakan?  MPR DPR kok makin tolol, duitnya beli lexus baru? #maladministrasi #Covid_19 #COVID19 #COVID19indonesia",negative
"Entahlah,,
Rindu ini semakin membuatku candu:)

#COVID19 #COVID19indonesia #StayHomeSupportMedics #StayAtHomeAndStaySafe",positive
"Pandemik korona ini membuatku merasa seperti burung dalam sangkar, meski urusan perut sudah dijamin, tapi tetap saja aku lebih betah bisa terbang di alam bebas.

#CoronaUpdate #COVID19 #COVID19indonesia #CoronaLockdown #SabtuRebahan #DiRumahAjaYa",positive
"CORONA nggak salah, tapi
cewek yang SALAH

#COVID19 
#SocialDistancing 
#COVID19indonesia",negative
"sebagai warga jakarta yg rumahna dkt wisma atlit , gue udah kaya hidup di jaman perang tiap hari denger ambulance mondar mandir pagi siang sore malem semoga corona contol ini segera berakhir , amin!!!
#COVID19 #COVID19indonesia",negative
"Dulu perantau dari Jakarta maupun Luar Negeri dipuja-puja didaerah, sekarang bagai hama tak diinginkan
#COVID19indonesia #COVID19",positive
"Dunia saat ini memberikan pelajaran bahwa tidak harus bersatu untuk menang.

""Bersatu kita Kalah bercerai kita menang""

#COVID19indonesia 
#CoronaUpdate 
#CoronaVirusIndonesia 
#CoronaLockdown 
#COVID19",positive
"Yg mati biarlah tenang di alam sana.. Memang sudah ajalnya kok.. Kalo emg belum ya sembuh, kan ada banyak yg sembuh..

Mending pake cara Belanda bu 'herd immune'. Biar tinggal tersisa yg kuat. Karna dunia ini berat jd mesti dijalani sm yg kuat

#COVID19 #COVID19indonesia",positive
"Ternyata Harun masiku mengajarkan kita sosial distancing yang ajaib 
#SocialDistanacing #COVID19 #COVID19indonesia #KarantinaWilayah #BangsatBangsa",positive
"mau tanya min 
@AboutTNG
 , nnti lebaran Virus #COVID19indonesia apakah dimaafkan..krn telah berbuat salah ke masyarakat banyak? 

#COVID19 
#CoronaUpdate 
#TangselLawanCovid19",negative
"Kamu dokter, kamu pimpinan jangan menakuti nakuti mereka dengan covid 19, mereka acuh tak acuh karena kamu ga jelas menerangkannya, wajahmu tampak keras sih.#COVID19 #COVID19indonesia #CoronavirusOutbreak",negative
"Sebelum menikah yg berat itu saat merindu..
Setelah menikah yg berat itu.. beberes rumah di saat #dirumahsaja dari lantai atas sampai bawah di kerjakan sendiri secara hanya saya satu2nya pria di rumah saya.. keep healthy and clean and #StayAtHome #COVID19 #COVID19indonesia",negative
"Jika poin nya adalah saling melindungi jangan bawa sih kaya dan si miskin, karna dasar nya hidup tidak selalu tentang angka 

#COVID19indonesia #CoronaUpdate #COVID19 #COVID19 #BangsaKuat #IndonesiaButuhPemimpinCerdas",negative
"Satu per satu teman kantor/saudara/orang yg kita kenal terinfeksi Covid. Tetap berjuang ya bro&sis, this moment will be past, soon. GOD With you & Us. #COVID19indonesia #LockDownNasionalSerentak #COVID19 #CoronaUpdate #hopeagaintscovid19",negative
"Kalo anak muda udah kenal cinta, pasti plin-plan sama tujuan hidup nya.

#kurasa_gakada
#Mutualankuy
#MutualanAjaDuluSiapaTauJodoh
#COVID19indonesia
#COVID19",positive
"Kampus #lockdown 
Tugas Smackdown
Mahasiswa Down
.
Kuota Sekarat
Ilmu tak dapat
.
#LockDownNasionalSerentak #COVID19 #COVID19indonesia",negative
"sa di rumah
#PapuaLawanCorona 
#StayAtHome 
#papua
#Indonesia 
#COVID19indonesia 
#COVID19",neutral
"Korban #COVID19 #COVID19indonesia #coronavirus makin berjatuhan. 1000+ sudah dinyatakan positif bro !!! Cepet lagi #LockDownIndonesia  bapak negara kami tau anda berduka. Tapi tolong pertegaskan dengan  warga negaranya 
@jokowi",positive
"Disuruh jaga jarak . 
Lah emang kita pernah Deket?

#CoronaUpdate #COVID19 #COVID19indonesia #RECEHKANTWITTER",positive
"±10% dari korban meninggal dunia karena Covid-19 adalah Tenaga Medis

Pahamkan apa maknanya
#COVID19 #COVID19indonesia",positive
